DIMERS;Xshift;Yshift;Zshift;alpha_deg;CPL;1st_exc_en;1st_exc_f;2nd_exc_en;2nd_exc_f;exc_split
ND9.5X45X90d3.2;-8.5009;-0.0423;9.4983;45;0.0003;1.8916;0.0986;1.9082;0.5808;0.0165
ND9.5X45X90d3.4;-9.0402;-0.0423;9.4982;45;0.0003;1.8923;0.0986;1.9077;0.5807;0.0154
ND9.5X45X90d3.6;-9.5796;-0.0423;9.4981;45;0.0003;1.893;0.0987;1.9073;0.5805;0.0144
ND9.5X45X90d3.8;-10.1189;-0.0423;9.498;45;0.0002;1.8936;0.0987;1.907;0.5804;0.0134
ND9.5X45X90d4.0;-10.6582;-0.0423;9.4979;45;0.0002;1.8942;0.0987;1.9066;0.5803;0.0125
ND9.5X45X90d4.2;-11.1976;-0.0423;9.4978;45;0.0002;1.8947;0.0988;1.9063;0.5802;0.0116
ND3.0X60X0.0;0.1746;-0.032;3;60;-0.003;1.7666;0.1575;1.9361;0.5129;0.1695
ND3.0X60X0.2;0.1746;0.5073;3;60;-0.003;1.7748;0.1573;1.9473;0.5112;0.1725
ND3.0X60X0.4;0.1746;1.0467;3;60;-0.0028;1.7835;0.158;1.9461;0.5118;0.1626
ND3.0X60X0.6;0.1746;1.586;3;60;-0.0025;1.8151;0.1574;1.957;0.5053;0.142
ND3.0X60X0.8;0.1746;2.1253;3;60;-0.0021;1.8486;0.1584;1.9631;0.5046;0.1145
ND3.0X60X1.0;0.1746;2.6647;3;60;-0.0017;1.8635;0.1616;1.9607;0.5067;0.0971
ND3.0X60X1.2;0.1746;3.204;3;60;-0.0014;1.8645;0.1644;1.9446;0.5082;0.0801
ND3.0X60X1.4;0.1746;3.7433;3;60;-0.001;1.8687;0.1674;1.93;0.5042;0.0613
ND3.0X60X1.6;0.1746;4.2827;3;60;-0.0006;1.8713;0.1735;1.9146;0.4934;0.0432
ND3.0X60X1.8;0.1746;4.822;3;60;-0.0003;1.8714;0.2055;1.8996;0.4587;0.0281
ND3.0X60X2.0;0.1746;5.3613;3;60;0;1.8437;0.3226;1.8834;0.3389;0.0397
ND3.0X60X2.2;0.1746;5.9007;3;60;0.0003;1.8368;0.3927;1.8767;0.2676;0.04
ND3.0X60X2.4;0.1746;6.44;3;60;0.0005;1.8351;0.4429;1.8772;0.2161;0.0421
ND3.0X60X2.6;0.1746;6.9793;3;60;0.0007;1.846;0.4874;1.8872;0.1737;0.0411
ND3.0X60X2.8;0.1746;7.5187;3;60;0.0008;1.8507;0.4928;1.898;0.1707;0.0473
ND3.0X60X3.0;0.1746;8.058;3;60;0.0009;1.862;0.4966;1.91;0.1697;0.048
ND3.0X60X3.2;0.1746;8.5973;3;60;0.0009;1.8719;0.4973;1.9177;0.1705;0.0458
ND3.0X60X3.4;0.1746;9.1367;3;60;0.0009;1.8761;0.497;1.9218;0.173;0.0457
ND3.0X60X3.6;0.1746;9.676;3;60;0.0008;1.8757;0.4949;1.9211;0.1762;0.0454
ND3.0X60X3.8;0.1746;10.2153;3;60;0.0008;1.8772;0.4938;1.9208;0.1783;0.0436
ND3.0X60X4.0;0.1746;10.7547;3;60;0.0007;1.8802;0.4943;1.9206;0.1788;0.0403
ND3.0X60X4.2;0.1746;11.294;3;60;0.0006;1.883;0.4948;1.92;0.1791;0.037
ND3.5X60X0.0;0.1745;-0.032;3.5;60;-0.0025;1.7798;0.1591;1.9179;0.5104;0.1381
ND3.5X60X0.2;0.1745;0.5073;3.5;60;-0.0025;1.7825;0.1589;1.9202;0.5104;0.1377
ND3.5X60X0.4;0.1745;1.0466;3.5;60;-0.0023;1.7904;0.159;1.9208;0.51;0.1303
ND3.5X60X0.6;0.1745;1.586;3.5;60;-0.0021;1.8074;0.1595;1.9235;0.5089;0.116
ND3.5X60X0.8;0.1745;2.1253;3.5;60;-0.0018;1.828;0.161;1.9277;0.5077;0.0997
ND3.5X60X1.0;0.1745;2.6646;3.5;60;-0.0015;1.8447;0.1627;1.9309;0.5083;0.0862
ND3.5X60X1.2;0.1745;3.204;3.5;60;-0.0012;1.8574;0.1657;1.9282;0.5074;0.0708
ND3.5X60X1.4;0.1745;3.7433;3.5;60;-0.0009;1.862;0.1649;1.9158;0.5074;0.0538
ND3.5X60X1.6;0.1745;4.2826;3.5;60;-0.0006;1.8682;0.1671;1.9061;0.5037;0.0379
ND3.5X60X1.8;0.1745;4.822;3.5;60;-0.0004;1.8715;0.1745;1.8942;0.4944;0.0226
ND3.5X60X2.0;0.1745;5.3613;3.5;60;-0.0001;1.8738;0.2368;1.8837;0.4313;0.01
ND3.5X60X2.2;0.1745;5.9006;3.5;60;0.0002;1.8703;0.4506;1.8818;0.2168;0.0115
ND3.5X60X2.4;0.1745;6.44;3.5;60;0.0004;1.8645;0.4872;1.8855;0.1793;0.021
ND3.5X60X2.6;0.1745;6.9793;3.5;60;0.0005;1.8619;0.4944;1.8911;0.1719;0.0292
ND3.5X60X2.8;0.1745;7.5186;3.5;60;0.0006;1.8637;0.4979;1.8987;0.1693;0.035
ND3.5X60X3.0;0.1745;8.058;3.5;60;0.0007;1.8678;0.4982;1.9056;0.1702;0.0378
ND3.5X60X3.2;0.1745;8.5973;3.5;60;0.0007;1.8731;0.5;1.9116;0.17;0.0384
ND3.5X60X3.4;0.1745;9.1366;3.5;60;0.0007;1.8761;0.4999;1.9146;0.1713;0.0385
ND3.5X60X3.6;0.1745;9.676;3.5;60;0.0007;1.878;0.4992;1.9158;0.1729;0.0378
ND3.5X60X3.8;0.1745;10.2153;3.5;60;0.0007;1.88;0.4984;1.9164;0.1745;0.0364
ND3.5X60X4.0;0.1745;10.7546;3.5;60;0.0006;1.8822;0.4979;1.9166;0.1757;0.0344
ND3.5X60X4.2;0.1745;11.294;3.5;60;0.0006;1.8844;0.4977;1.9165;0.1765;0.0321
ND4.5X60X0.0;0.1744;-0.0321;4.5;60;-0.0017;1.8169;0.1622;1.9115;0.5103;0.0946
ND4.5X60X0.2;0.1744;0.5072;4.5;60;-0.0017;1.8181;0.1621;1.9121;0.5104;0.0941
ND4.5X60X0.4;0.1744;1.0466;4.5;60;-0.0016;1.8235;0.1622;1.9137;0.5107;0.0902
ND4.5X60X0.6;0.1744;1.5859;4.5;60;-0.0015;1.8323;0.1627;1.9158;0.5109;0.0835
ND4.5X60X0.8;0.1744;2.1252;4.5;60;-0.0014;1.8428;0.1637;1.9178;0.511;0.0751
ND4.5X60X1.0;0.1744;2.6646;4.5;60;-0.0012;1.8533;0.1649;1.9188;0.5107;0.0654
ND4.5X60X1.2;0.1744;3.2039;4.5;60;-0.001;1.8624;0.1665;1.9175;0.5097;0.0551
ND4.5X60X1.4;0.1744;3.7432;4.5;60;-0.0008;1.8676;0.1674;1.9113;0.5082;0.0437
ND4.5X60X1.6;0.1744;4.2826;4.5;60;-0.0006;1.8719;0.1726;1.9051;0.5021;0.0332
ND4.5X60X1.8;0.1744;4.8219;4.5;60;-0.0004;1.8742;0.1905;1.8985;0.4829;0.0243
ND4.5X60X2.0;0.1744;5.3612;4.5;60;-0.0002;1.8751;0.2396;1.8934;0.4325;0.0184
ND4.5X60X2.2;0.1744;5.9006;4.5;60;0;1.8752;0.3242;1.8911;0.347;0.016
ND4.5X60X2.4;0.1744;6.4399;4.5;60;0.0001;1.8752;0.4075;1.8915;0.2632;0.0163
ND4.5X60X2.6;0.1744;6.9792;4.5;60;0.0003;1.8759;0.4616;1.894;0.2091;0.0181
ND4.5X60X2.8;0.1744;7.5186;4.5;60;0.0003;1.8771;0.4884;1.8976;0.1827;0.0205
ND4.5X60X3.0;0.1744;8.0579;4.5;60;0.0004;1.8787;0.4991;1.9015;0.1726;0.0228
ND4.5X60X3.2;0.1744;8.5972;4.5;60;0.0005;1.8803;0.5025;1.9048;0.1699;0.0246
ND4.5X60X3.4;0.1744;9.1366;4.5;60;0.0005;1.8819;0.5033;1.9075;0.1697;0.0256
ND4.5X60X3.6;0.1744;9.6759;4.5;60;0.0005;1.8834;0.503;1.9093;0.1705;0.0259
ND4.5X60X3.8;0.1744;10.2152;4.5;60;0.0005;1.8848;0.5025;1.9105;0.1715;0.0257
ND4.5X60X4.0;0.1744;10.7546;4.5;60;0.0005;1.8862;0.502;1.9111;0.1725;0.025
ND4.5X60X4.2;0.1744;11.2939;4.5;60;0.0004;1.8875;0.5015;1.9114;0.1734;0.0239
ND5.5X60X0.0;0.1743;-0.0322;5.5;60;-0.0012;1.8474;0.1644;1.9147;0.512;0.0673
ND5.5X60X0.2;0.1743;0.5072;5.5;60;-0.0012;1.8478;0.1644;1.9148;0.5119;0.0669
ND5.5X60X0.4;0.1743;1.0465;5.5;60;-0.0012;1.8503;0.1646;1.9151;0.5119;0.0648
ND5.5X60X0.6;0.1743;1.5858;5.5;60;-0.0011;1.8545;0.165;1.9154;0.5118;0.061
ND5.5X60X0.8;0.1743;2.1252;5.5;60;-0.001;1.8597;0.1657;1.9155;0.5114;0.0558
ND5.5X60X1.0;0.1743;2.6645;5.5;60;-0.0009;1.8652;0.1667;1.9149;0.5106;0.0497
ND5.5X60X1.2;0.1743;3.2038;5.5;60;-0.0008;1.8704;0.1683;1.9133;0.509;0.0429
ND5.5X60X1.4;0.1743;3.7432;5.5;60;-0.0006;1.8748;0.1711;1.9106;0.5059;0.0358
ND5.5X60X1.6;0.1743;4.2825;5.5;60;-0.0005;1.8779;0.1747;1.9062;0.5017;0.0284
ND5.5X60X1.8;0.1743;4.8218;5.5;60;-0.0004;1.8808;0.1846;1.9025;0.4911;0.0217
ND5.5X60X2.0;0.1743;5.3612;5.5;60;-0.0002;1.8831;0.2066;1.899;0.4684;0.0159
ND5.5X60X2.2;0.1743;5.9005;5.5;60;-0.0001;1.885;0.2545;1.8965;0.4199;0.0115
ND5.5X60X2.4;0.1743;6.4398;5.5;60;0;1.8863;0.342;1.8955;0.332;0.0092
ND5.5X60X2.6;0.1743;6.9792;5.5;60;0.0001;1.8868;0.4324;1.8961;0.2414;0.0094
ND5.5X60X2.8;0.1743;7.5185;5.5;60;0.0002;1.8868;0.4795;1.898;0.1943;0.0111
ND5.5X60X3.0;0.1743;8.0578;5.5;60;0.0002;1.8869;0.497;1.9002;0.1769;0.0132
ND5.5X60X3.2;0.1743;8.5972;5.5;60;0.0003;1.8872;0.503;1.9023;0.1711;0.0151
ND5.5X60X3.4;0.1743;9.1365;5.5;60;0.0003;1.8877;0.5048;1.9042;0.1696;0.0165
ND5.5X60X3.6;0.1743;9.6758;5.5;60;0.0003;1.8882;0.505;1.9056;0.1696;0.0174
ND5.5X60X3.8;0.1743;10.2152;5.5;60;0.0003;1.8889;0.5047;1.9067;0.1702;0.0178
ND5.5X60X4.0;0.1743;10.7545;5.5;60;0.0003;1.8896;0.5043;1.9075;0.1709;0.0178
ND5.5X60X4.2;0.1743;11.2938;5.5;60;0.0003;1.8904;0.5038;1.908;0.1716;0.0176
ND6.5X60X0.0;0.1741;-0.0323;6.5;60;-0.0009;1.8645;0.1659;1.9139;0.5119;0.0494
ND6.5X60X0.2;0.1741;0.5071;6.5;60;-0.0009;1.8646;0.166;1.9138;0.5117;0.0492
ND6.5X60X0.4;0.1742;1.0464;6.5;60;-0.0009;1.8657;0.1662;1.9136;0.5115;0.0479
ND6.5X60X0.6;0.1742;1.5857;6.5;60;-0.0008;1.8678;0.1665;1.9133;0.5112;0.0455
ND6.5X60X0.8;0.1741;2.1251;6.5;60;-0.0008;1.8705;0.1671;1.9127;0.5106;0.0422
ND6.5X60X1.0;0.1742;2.6644;6.5;60;-0.0007;1.8735;0.1681;1.9117;0.5097;0.0382
ND6.5X60X1.2;0.1741;3.2037;6.5;60;-0.0006;1.8766;0.1695;1.9103;0.5081;0.0337
ND6.5X60X1.4;0.1741;3.7431;6.5;60;-0.0005;1.8795;0.1716;1.9084;0.5057;0.0288
ND6.5X60X1.6;0.1742;4.2824;6.5;60;-0.0004;1.8822;0.175;1.9061;0.5019;0.0239
ND6.5X60X1.8;0.1742;4.8217;6.5;60;-0.0003;1.8846;0.1806;1.9036;0.4959;0.019
ND6.5X60X2.0;0.1741;5.3611;6.5;60;-0.0002;1.8868;0.1905;1.9011;0.4855;0.0144
ND6.5X60X2.2;0.1741;5.9004;6.5;60;-0.0001;1.8888;0.2103;1.899;0.4654;0.0102
ND6.5X60X2.4;0.1741;6.4397;6.5;60;-0.0001;1.8906;0.2559;1.8975;0.4195;0.0069
ND6.5X60X2.6;0.1741;6.9791;6.5;60;0;1.8918;0.355;1.8969;0.3202;0.0051
ND6.5X60X2.8;0.1741;7.5184;6.5;60;0.0001;1.8922;0.4535;1.8977;0.2217;0.0055
ND6.5X60X3.0;0.1742;8.0577;6.5;60;0.0001;1.8921;0.4913;1.8992;0.1839;0.0071
ND6.5X60X3.2;0.1741;8.5971;6.5;60;0.0002;1.892;0.5023;1.9008;0.173;0.0088
ND6.5X60X3.4;0.1741;9.1364;6.5;60;0.0002;1.892;0.5055;1.9023;0.1699;0.0103
ND6.5X60X3.6;0.1742;9.6757;6.5;60;0.0002;1.8922;0.5062;1.9035;0.1694;0.0113
ND6.5X60X3.8;0.1741;10.2151;6.5;60;0.0002;1.8925;0.506;1.9045;0.1697;0.0121
ND6.5X60X4.0;0.1741;10.7544;6.5;60;0.0002;1.8928;0.5055;1.9053;0.1704;0.0125
ND6.5X60X4.2;0.1742;11.2937;6.5;60;0.0002;1.8932;0.505;1.9059;0.1711;0.0127
ND9.5X60X0.0;0.1738;-0.0325;9.5;60;-0.0004;1.8859;0.1683;1.9082;0.5099;0.0222
ND9.5X60X0.2;0.1738;0.5068;9.5;60;-0.0004;1.8859;0.1684;1.9081;0.5098;0.0222
ND9.5X60X0.4;0.1738;1.0462;9.5;60;-0.0004;1.8861;0.1686;1.9079;0.5096;0.0218
ND9.5X60X0.6;0.1738;1.5855;9.5;60;-0.0004;1.8865;0.1688;1.9076;0.5093;0.021
ND9.5X60X0.8;0.1738;2.1248;9.5;60;-0.0004;1.8871;0.1692;1.9071;0.5089;0.02
ND9.5X60X1.0;0.1738;2.6642;9.5;60;-0.0003;1.8878;0.1696;1.9066;0.5083;0.0187
ND9.5X60X1.2;0.1738;3.2035;9.5;60;-0.0003;1.8887;0.1702;1.9059;0.5076;0.0172
ND9.5X60X1.4;0.1738;3.7428;9.5;60;-0.0003;1.8897;0.171;1.9052;0.5067;0.0155
ND9.5X60X1.6;0.1738;4.2822;9.5;60;-0.0002;1.8907;0.172;1.9044;0.5056;0.0137
ND9.5X60X1.8;0.1738;4.8215;9.5;60;-0.0002;1.8917;0.1733;1.9036;0.5042;0.0118
ND9.5X60X2.0;0.1738;5.3608;9.5;60;-0.0002;1.8928;0.175;1.9027;0.5023;0.01
ND9.5X60X2.2;0.1738;5.9002;9.5;60;-0.0001;1.8938;0.1774;1.9019;0.4999;0.0081
ND9.5X60X2.4;0.1738;6.4395;9.5;60;-0.0001;1.8949;0.1809;1.9012;0.4962;0.0063
ND9.5X60X2.6;0.1738;6.9788;9.5;60;-0.0001;1.8959;0.187;1.9005;0.4901;0.0046
ND9.5X60X2.8;0.1738;7.5182;9.5;60;0;1.8968;0.1996;1.8999;0.4774;0.0031
ND9.5X60X3.0;0.1738;8.0575;9.5;60;0;1.8977;0.2357;1.8995;0.4412;0.0019
ND9.5X60X3.2;0.1738;8.5968;9.5;60;0;1.8982;0.3607;1.8994;0.3162;0.0012
ND9.5X60X3.4;0.1738;9.1362;9.5;60;0;1.8983;0.4801;1.8998;0.1968;0.0015
ND9.5X60X3.6;0.1738;9.6755;9.5;60;0;1.8981;0.5032;1.9004;0.1737;0.0023
ND9.5X60X3.8;0.1738;10.2148;9.5;60;0.0001;1.898;0.5072;1.901;0.1697;0.003
ND9.5X60X4.0;0.1738;10.7542;9.5;60;0.0001;1.8979;0.5077;1.9016;0.1692;0.0036
ND9.5X60X4.2;0.1738;11.2935;9.5;60;0.0001;1.8979;0.5074;1.902;0.1695;0.0042
ND3.0X60X45d0.0;0.1746;-0.032;3;60;-0.003;1.7666;0.1575;1.9361;0.5129;0.1695
ND3.0X60X45d0.2;-0.2068;0.3494;3;60;-0.003;1.7723;0.1576;1.9358;0.5154;0.1635
ND3.0X60X45d0.4;-0.5882;0.7307;2.9999;60;-0.0027;1.7817;0.1585;1.9306;0.5165;0.1489
ND3.0X60X45d0.6;-0.9695;1.1121;2.9998;60;-0.0023;1.8008;0.1599;1.9265;0.5123;0.1257
ND3.0X60X45d0.8;-1.3509;1.4935;2.9998;60;-0.0018;1.8267;0.1622;1.9215;0.5094;0.0948
ND3.0X60X45d1.0;-1.7323;1.8748;2.9997;60;-0.0013;1.8228;0.1687;1.8971;0.4999;0.0744
ND3.0X60X45d1.2;-2.1136;2.2562;2.9997;60;-0.0009;1.8444;0.1717;1.8949;0.4991;0.0505
ND3.0X60X45d1.4;-2.495;2.6376;2.9996;60;-0.0005;1.8718;0.1679;1.8963;0.5051;0.0245
ND3.0X60X45d1.6;-2.8764;3.0189;2.9996;60;0;1.8824;0.4022;1.8926;0.2676;0.0102
ND3.0X60X45d1.8;-3.2577;3.4003;2.9995;60;0.0005;1.8644;0.4507;1.912;0.2167;0.0476
ND3.0X60X45d2.0;-3.6391;3.7817;2.9994;60;0.001;1.8545;0.4634;1.9219;0.2033;0.0674
ND3.0X60X45d2.2;-4.0205;4.163;2.9994;60;0.0014;1.854;0.48;1.9335;0.1868;0.0795
ND3.0X60X45d2.4;-4.4018;4.5444;2.9993;60;0.0016;1.8506;0.4935;1.9377;0.1725;0.0871
ND3.0X60X45d2.6;-4.7832;4.9258;2.9993;60;0.0017;1.839;0.4904;1.9328;0.1722;0.0938
ND3.0X60X45d2.8;-5.1646;5.3071;2.9992;60;0.0017;1.8309;0.4874;1.9267;0.1731;0.0958
ND3.0X60X45d3.0;-5.5459;5.6885;2.9992;60;0.0017;1.828;0.487;1.9209;0.1726;0.0928
ND3.0X60X45d3.2;-5.9273;6.0699;2.9991;60;0.0016;1.8296;0.4871;1.9183;0.1729;0.0887
ND3.0X60X45d3.4;-6.3087;6.4512;2.999;60;0.0015;1.8345;0.4878;1.918;0.1733;0.0835
ND3.0X60X45d3.6;-6.69;6.8326;2.999;60;0.0014;1.8389;0.4874;1.9166;0.175;0.0777
ND3.0X60X45d3.8;-7.0714;7.214;2.9989;60;0.0013;1.8452;0.4882;1.916;0.176;0.0707
ND3.0X60X45d4.0;-7.4528;7.5953;2.9989;60;0.0011;1.8623;0.4972;1.924;0.1722;0.0617
ND3.0X60X45d4.2;-7.8341;7.9767;2.9988;60;0.001;1.8671;0.4987;1.9221;0.1719;0.055
ND3.5X60X45d0.0;0.1745;-0.032;3.5;60;-0.0025;1.7798;0.1591;1.9179;0.5104;0.1381
ND3.5X60X45d0.2;-0.2069;0.3493;3.5;60;-0.0024;1.7796;0.1589;1.9143;0.5104;0.1347
ND3.5X60X45d0.4;-0.5882;0.7307;3.4999;60;-0.0023;1.7876;0.1592;1.911;0.511;0.1234
ND3.5X60X45d0.6;-0.9696;1.1121;3.4998;60;-0.002;1.8042;0.1601;1.9102;0.5104;0.1059
ND3.5X60X45d0.8;-1.351;1.4934;3.4998;60;-0.0016;1.8247;0.1618;1.9097;0.5095;0.0849
ND3.5X60X45d1.0;-1.7323;1.8748;3.4997;60;-0.0012;1.8456;0.1683;1.9131;0.5069;0.0675
ND3.5X60X45d1.2;-2.1137;2.2562;3.4997;60;-0.0008;1.8625;0.1712;1.9098;0.5048;0.0472
ND3.5X60X45d1.4;-2.4951;2.6375;3.4996;60;-0.0005;1.8764;0.1827;1.9036;0.4925;0.0271
ND3.5X60X45d1.6;-2.8764;3.0189;3.4996;60;-0.0001;1.8837;0.3122;1.8993;0.3611;0.0155
ND3.5X60X45d1.8;-3.2578;3.4003;3.4995;60;0.0003;1.8769;0.4488;1.9055;0.2228;0.0286
ND3.5X60X45d2.0;-3.6392;3.7816;3.4994;60;0.0007;1.8681;0.477;1.9124;0.1932;0.0443
ND3.5X60X45d2.2;-4.0205;4.163;3.4994;60;0.001;1.861;0.49;1.9173;0.1783;0.0563
ND3.5X60X45d2.4;-4.4019;4.5444;3.4993;60;0.0012;1.8543;0.4934;1.9206;0.173;0.0663
ND3.5X60X45d2.6;-4.7833;4.9257;3.4993;60;0.0013;1.8463;0.4924;1.919;0.1717;0.0727
ND3.5X60X45d2.8;-5.1646;5.3071;3.4992;60;0.0014;1.843;0.4926;1.9184;0.1707;0.0753
ND3.5X60X45d3.0;-5.546;5.6885;3.4992;60;0.0014;1.844;0.4927;1.9192;0.1708;0.0752
ND3.5X60X45d3.2;-5.9274;6.0698;3.4991;60;0.0013;1.8484;0.4938;1.9214;0.171;0.073
ND3.5X60X45d3.4;-6.3087;6.4512;3.499;60;0.0013;1.854;0.4953;1.9235;0.1711;0.0695
ND3.5X60X45d3.6;-6.6901;6.8326;3.499;60;0.0012;1.8576;0.496;1.9227;0.1718;0.0651
ND3.5X60X45d3.8;-7.0715;7.2139;3.4989;60;0.0011;1.8625;0.4973;1.9225;0.172;0.06
ND3.5X60X45d4.0;-7.4528;7.5953;3.4989;60;0.001;1.8669;0.4986;1.9216;0.1719;0.0547
ND3.5X60X45d4.2;-7.8342;7.9767;3.4988;60;0.0009;1.8707;0.4997;1.9202;0.1716;0.0495
ND4.5X60X45d0.0;0.1744;-0.0321;4.5;60;-0.0017;1.8169;0.1622;1.9115;0.5103;0.0946
ND4.5X60X45d0.2;-0.207;0.3493;4.5;60;-0.0017;1.8179;0.1621;1.9108;0.5104;0.0928
ND4.5X60X45d0.4;-0.5883;0.7306;4.4999;60;-0.0016;1.8233;0.1621;1.9099;0.5107;0.0867
ND4.5X60X45d0.6;-0.9697;1.112;4.4998;60;-0.0014;1.8317;0.1633;1.9094;0.5099;0.0776
ND4.5X60X45d0.8;-1.3511;1.4934;4.4998;60;-0.0012;1.8424;0.1662;1.9091;0.5077;0.0667
ND4.5X60X45d1.0;-1.7324;1.8747;4.4997;60;-0.001;1.854;0.1754;1.9105;0.4999;0.0565
ND4.5X60X45d1.2;-2.1138;2.2561;4.4997;60;-0.0007;1.8642;0.1877;1.9089;0.4879;0.0447
ND4.5X60X45d1.4;-2.4952;2.6375;4.4996;60;-0.0005;1.873;0.2148;1.907;0.4607;0.034
ND4.5X60X45d1.6;-2.8765;3.0188;4.4996;60;-0.0002;1.8787;0.2757;1.9059;0.3992;0.0272
ND4.5X60X45d1.8;-3.2579;3.4002;4.4995;60;0.0001;1.8801;0.3624;1.9068;0.3117;0.0267
ND4.5X60X45d2.0;-3.6393;3.7816;4.4994;60;0.0003;1.8781;0.4278;1.9087;0.2452;0.0306
ND4.5X60X45d2.2;-4.0206;4.1629;4.4994;60;0.0005;1.8744;0.4655;1.9099;0.2062;0.0355
ND4.5X60X45d2.4;-4.402;4.5443;4.4993;60;0.0007;1.8702;0.4855;1.9104;0.1848;0.0402
ND4.5X60X45d2.6;-4.7834;4.9257;4.4993;60;0.0008;1.8665;0.4945;1.9109;0.1747;0.0444
ND4.5X60X45d2.8;-5.1647;5.307;4.4992;60;0.0009;1.8643;0.4976;1.9119;0.1711;0.0476
ND4.5X60X45d3.0;-5.5461;5.6884;4.4992;60;0.0009;1.864;0.4984;1.9135;0.1703;0.0494
ND4.5X60X45d3.2;-5.9275;6.0698;4.4991;60;0.0009;1.8649;0.4985;1.9147;0.1705;0.0499
ND4.5X60X45d3.4;-6.3088;6.4511;4.499;60;0.0009;1.8671;0.499;1.9161;0.1708;0.049
ND4.5X60X45d3.6;-6.6902;6.8325;4.499;60;0.0009;1.8697;0.4996;1.917;0.171;0.0473
ND4.5X60X45d3.8;-7.0716;7.2139;4.4989;60;0.0008;1.8723;0.5003;1.9172;0.1711;0.0449
ND4.5X60X45d4.0;-7.4529;7.5952;4.4989;60;0.0008;1.8748;0.501;1.9168;0.1711;0.0421
ND4.5X60X45d4.2;-7.8343;7.9766;4.4988;60;0.0007;1.877;0.5017;1.9161;0.171;0.0391
ND5.5X60X45d0.0;0.1743;-0.0322;5.5;60;-0.0012;1.8474;0.1644;1.9147;0.512;0.0673
ND5.5X60X45d0.2;-0.2071;0.3492;5.5;60;-0.0012;1.848;0.1644;1.9143;0.5119;0.0663
ND5.5X60X45d0.4;-0.5885;0.7306;5.4999;60;-0.0012;1.8507;0.1646;1.9137;0.5117;0.063
ND5.5X60X45d0.6;-0.9698;1.1119;5.4998;60;-0.0011;1.8553;0.1655;1.9129;0.511;0.0576
ND5.5X60X45d0.8;-1.3512;1.4933;5.4998;60;-0.0009;1.8612;0.1674;1.912;0.5093;0.0508
ND5.5X60X45d1.0;-1.7326;1.8747;5.4997;60;-0.0008;1.8678;0.1715;1.9109;0.5055;0.0431
ND5.5X60X45d1.2;-2.1139;2.256;5.4997;60;-0.0006;1.8745;0.1798;1.9096;0.4972;0.0351
ND5.5X60X45d1.4;-2.4953;2.6374;5.4996;60;-0.0004;1.8794;0.1979;1.9072;0.4788;0.0278
ND5.5X60X45d1.6;-2.8767;3.0188;5.4996;60;-0.0002;1.8839;0.234;1.9051;0.4423;0.0212
ND5.5X60X45d1.8;-3.258;3.4001;5.4995;60;-0.0001;1.8865;0.3038;1.9037;0.3719;0.0172
ND5.5X60X45d2.0;-3.6394;3.7815;5.4994;60;0.0001;1.8868;0.3918;1.9035;0.2831;0.0167
ND5.5X60X45d2.2;-4.0208;4.1629;5.4994;60;0.0002;1.8852;0.4536;1.9043;0.2205;0.0191
ND5.5X60X45d2.4;-4.4021;4.5442;5.4993;60;0.0004;1.8827;0.4834;1.9055;0.1899;0.0227
ND5.5X60X45d2.6;-4.7835;4.9256;5.4993;60;0.0005;1.8803;0.4958;1.9068;0.1769;0.0264
ND5.5X60X45d2.8;-5.1649;5.3069;5.4992;60;0.0005;1.8785;0.5003;1.9081;0.172;0.0296
ND5.5X60X45d3.0;-5.5462;5.6883;5.4992;60;0.0006;1.8775;0.5017;1.9095;0.1704;0.032
ND5.5X60X45d3.2;-5.9276;6.0697;5.4991;60;0.0006;1.8773;0.5021;1.9107;0.17;0.0334
ND5.5X60X45d3.4;-6.309;6.451;5.499;60;0.0006;1.8778;0.5023;1.9117;0.1701;0.0339
ND5.5X60X45d3.6;-6.6903;6.8324;5.499;60;0.0006;1.8787;0.5025;1.9124;0.1702;0.0337
ND5.5X60X45d3.8;-7.0717;7.2138;5.4989;60;0.0006;1.8798;0.5027;1.9127;0.1703;0.0329
ND5.5X60X45d4.0;-7.4531;7.5951;5.4989;60;0.0006;1.8811;0.503;1.9128;0.1704;0.0317
ND5.5X60X45d4.2;-7.8344;7.9765;5.4988;60;0.0006;1.8824;0.5033;1.9125;0.1704;0.0302
ND6.5X60X45d0.0;0.1741;-0.0323;6.5;60;-0.0009;1.8645;0.1659;1.9139;0.5119;0.0494
ND6.5X60X45d0.2;-0.2072;0.3491;6.5;60;-0.0009;1.8648;0.166;1.9136;0.5117;0.0489
ND6.5X60X45d0.4;-0.5886;0.7305;6.4999;60;-0.0009;1.8662;0.1664;1.9131;0.5113;0.0468
ND6.5X60X45d0.6;-0.9699;1.1118;6.4998;60;-0.0008;1.8688;0.1672;1.9123;0.5105;0.0435
ND6.5X60X45d0.8;-1.3513;1.4932;6.4998;60;-0.0007;1.8721;0.1687;1.9112;0.509;0.0391
ND6.5X60X45d1.0;-1.7327;1.8746;6.4997;60;-0.0006;1.876;0.1715;1.91;0.5061;0.034
ND6.5X60X45d1.2;-2.114;2.2559;6.4997;60;-0.0005;1.88;0.1768;1.9085;0.5007;0.0285
ND6.5X60X45d1.4;-2.4954;2.6373;6.4996;60;-0.0004;1.884;0.187;1.9068;0.4904;0.0228
ND6.5X60X45d1.6;-2.8768;3.0187;6.4996;60;-0.0003;1.8875;0.2076;1.9051;0.4694;0.0176
