DIMERS;Xshift;Yshift;Zshift;alpha_deg;CPL;CPL_meV;CPL_cm-1
ND3.5X15X2.2;0.0386;5.9073;3.5;15;-0.0004;-0.4;-3.226216
ND3.5X15X2.4;0.0386;6.4466;3.5;15;-0.0008;-0.8;-6.452432
ND3.5X15X2.6;0.0386;6.9859;3.5;15;-0.0011;-1.1;-8.872094
ND3.5X15X2.8;0.0386;7.5253;3.5;15;-0.0013;-1.3;-10.485202
ND3.5X15X3.0;0.0386;8.0646;3.5;15;-0.0015;-1.5;-12.09831
ND3.5X15X3.2;0.0386;8.6039;3.5;15;-0.0016;-1.6;-12.904864
ND3.5X15X3.4;0.0386;9.1433;3.5;15;-0.0016;-1.6;-12.904864
ND3.5X15X3.6;0.0386;9.6826;3.5;15;-0.0015;-1.5;-12.09831
ND3.5X15X3.8;0.0386;10.2219;3.5;15;-0.0015;-1.5;-12.09831
ND3.5X15X4.0;0.0386;10.7613;3.5;15;-0.0014;-1.4;-11.291756
ND3.5X15X4.2;0.0386;11.3006;3.5;15;-0.0012;-1.2;-9.678648
ND4.5X15X0.0;0.0385;-0.0255;4.5;15;0.0033;3.3;26.616282
ND4.5X15X0.2;0.0385;0.5139;4.5;15;0.0033;3.3;26.616282
ND4.5X15X0.4;0.0385;1.0532;4.5;15;0.0032;3.2;25.809728
ND4.5X15X0.6;0.0385;1.5925;4.5;15;0.0029;2.9;23.390066
ND4.5X15X0.8;0.0385;2.1319;4.5;15;0.0026;2.6;20.970404
ND4.5X15X1.0;0.0385;2.6712;4.5;15;0.0023;2.3;18.550742
ND4.5X15X1.2;0.0385;3.2105;4.5;15;0.0019;1.9;15.324526
ND4.5X15X1.4;0.0385;3.7499;4.5;15;0.0015;1.5;12.09831
ND4.5X15X1.6;0.0385;4.2892;4.5;15;0.0011;1.1;8.872094
ND4.5X15X1.8;0.0385;4.8285;4.5;15;0.0007;0.7;5.645878
ND4.5X15X2.0;0.0385;5.3679;4.5;15;0.0003;0.3;2.419662
ND4.5X15X2.2;0.0385;5.9072;4.5;15;0;0;0
ND4.5X15X2.4;0.0385;6.4465;4.5;15;-0.0003;-0.3;-2.419662
ND4.5X15X2.6;0.0385;6.9859;4.5;15;-0.0006;-0.6;-4.839324
ND4.5X15X2.8;0.0385;7.5252;4.5;15;-0.0007;-0.7;-5.645878
ND4.5X15X3.0;0.0385;8.0645;4.5;15;-0.0009;-0.9;-7.258986
ND4.5X15X3.2;0.0385;8.6039;4.5;15;-0.001;-1;-8.06554
ND4.5X15X3.4;0.0385;9.1432;4.5;15;-0.001;-1;-8.06554
ND4.5X15X3.6;0.0385;9.6825;4.5;15;-0.001;-1;-8.06554
ND4.5X15X3.8;0.0385;10.2219;4.5;15;-0.001;-1;-8.06554
ND4.5X15X4.0;0.0385;10.7612;4.5;15;-0.001;-1;-8.06554
ND4.5X15X4.2;0.0385;11.3005;4.5;15;-0.0009;-0.9;-7.258986
ND5.5X15X0.0;0.0384;-0.0256;5.5;15;0.0024;2.4;19.357296
ND5.5X15X0.2;0.0384;0.5138;5.5;15;0.0024;2.4;19.357296
ND5.5X15X0.4;0.0384;1.0531;5.5;15;0.0023;2.3;18.550742
ND5.5X15X0.6;0.0384;1.5924;5.5;15;0.0021;2.1;16.937634
ND5.5X15X0.8;0.0384;2.1318;5.5;15;0.0019;1.9;15.324526
ND5.5X15X1.0;0.0384;2.6711;5.5;15;0.0017;1.7;13.711418
ND5.5X15X1.2;0.0384;3.2104;5.5;15;0.0015;1.5;12.09831
ND5.5X15X1.4;0.0384;3.7498;5.5;15;0.0012;1.2;9.678648
ND5.5X15X1.6;0.0384;4.2891;5.5;15;0.0009;0.9;7.258986
ND5.5X15X1.8;0.0384;4.8284;5.5;15;0.0007;0.7;5.645878
ND5.5X15X2.0;0.0384;5.3678;5.5;15;0.0004;0.4;3.226216
ND5.5X15X2.2;0.0384;5.9071;5.5;15;0.0002;0.2;1.613108
ND5.5X15X2.4;0.0384;6.4464;5.5;15;-0.0001;-0.1;-0.806554
ND5.5X15X2.6;0.0384;6.9858;5.5;15;-0.0002;-0.2;-1.613108
ND5.5X15X2.8;0.0384;7.5251;5.5;15;-0.0004;-0.4;-3.226216
ND5.5X15X3.0;0.0384;8.0644;5.5;15;-0.0005;-0.5;-4.03277
ND5.5X15X3.2;0.0384;8.6038;5.5;15;-0.0006;-0.6;-4.839324
ND5.5X15X3.4;0.0384;9.1431;5.5;15;-0.0006;-0.6;-4.839324
ND5.5X15X3.6;0.0384;9.6824;5.5;15;-0.0007;-0.7;-5.645878
ND5.5X15X3.8;0.0384;10.2218;5.5;15;-0.0007;-0.7;-5.645878
ND5.5X15X4.0;0.0384;10.7611;5.5;15;-0.0007;-0.7;-5.645878
ND5.5X15X4.2;0.0384;11.3004;5.5;15;-0.0007;-0.7;-5.645878
ND3.5X15X45d0.0;0.0386;-0.0254;3.5;15;0.0048;4.8;38.714592
ND3.5X15X45d0.2;-0.3428;0.356;3.4999;15;0.0048;4.8;38.714592
ND3.5X15X45d0.4;-0.7241;0.7373;3.4999;15;0.0045;4.5;36.29493
ND3.5X15X45d0.6;-1.1055;1.1187;3.4998;15;0.0041;4.1;33.068714
ND3.5X15X45d0.8;-1.4869;1.5001;3.4998;15;0.0037;3.7;29.842498
ND3.5X15X45d1.0;-1.8682;1.8814;3.4997;15;0.0032;3.2;25.809728
ND3.5X15X45d1.2;-2.2496;2.2628;3.4997;15;0.0027;2.7;21.776958
ND3.5X15X45d1.4;-2.631;2.6442;3.4996;15;0.0022;2.2;17.744188
ND3.5X15X45d1.6;-3.0123;3.0255;3.4995;15;0.0017;1.7;13.711418
ND3.5X15X45d1.8;-3.3937;3.4069;3.4995;15;0.0012;1.2;9.678648
ND3.5X15X45d2.0;-3.7751;3.7883;3.4994;15;0.0007;0.7;5.645878
ND3.5X15X45d2.2;-4.1564;4.1696;3.4994;15;0.0003;0.3;2.419662
ND3.5X15X45d2.4;-4.5378;4.551;3.4993;15;0;0;0
ND3.5X15X45d2.6;-4.9192;4.9324;3.4993;15;-0.0002;-0.2;-1.613108
ND3.5X15X45d2.8;-5.3005;5.3137;3.4992;15;-0.0003;-0.3;-2.419662
ND3.5X15X45d3.0;-5.6819;5.6951;3.4991;15;-0.0004;-0.4;-3.226216
ND3.5X15X45d3.2;-6.0633;6.0765;3.4991;15;-0.0004;-0.4;-3.226216
ND3.5X15X45d3.4;-6.4446;6.4578;3.499;15;-0.0004;-0.4;-3.226216
ND3.5X15X45d3.6;-6.826;6.8392;3.499;15;-0.0004;-0.4;-3.226216
ND3.5X15X45d3.8;-7.2074;7.2206;3.4989;15;-0.0004;-0.4;-3.226216
ND3.5X15X45d4.0;-7.5887;7.6019;3.4989;15;-0.0004;-0.4;-3.226216
ND3.5X15X45d4.2;-7.9701;7.9833;3.4988;15;-0.0004;-0.4;-3.226216
ND4.5X15X45d0.0;0.0385;-0.0255;4.5;15;0.0033;3.3;26.616282
ND4.5X15X45d0.2;-0.3429;0.3559;4.4999;15;0.0033;3.3;26.616282
ND4.5X15X45d0.4;-0.7243;0.7373;4.4999;15;0.0032;3.2;25.809728
ND4.5X15X45d0.6;-1.1056;1.1186;4.4998;15;0.003;3;24.19662
ND4.5X15X45d0.8;-1.487;1.5;4.4998;15;0.0027;2.7;21.776958
ND4.5X15X45d1.0;-1.8684;1.8814;4.4997;15;0.0024;2.4;19.357296
ND4.5X15X45d1.2;-2.2497;2.2627;4.4997;15;0.002;2;16.13108
ND4.5X15X45d1.4;-2.6311;2.6441;4.4996;15;0.0017;1.7;13.711418
ND4.5X15X45d1.6;-3.0124;3.0255;4.4995;15;0.0014;1.4;11.291756
ND4.5X15X45d1.8;-3.3938;3.4068;4.4995;15;0.0011;1.1;8.872094
ND4.5X15X45d2.0;-3.7752;3.7882;4.4994;15;0.0008;0.8;6.452432
ND4.5X15X45d2.2;-4.1565;4.1695;4.4994;15;0.0005;0.5;4.03277
ND4.5X15X45d2.4;-4.5379;4.5509;4.4993;15;0.0003;0.3;2.419662
ND4.5X15X45d2.6;-4.9193;4.9323;4.4993;15;0.0001;0.1;0.806554
ND4.5X15X45d2.8;-5.3006;5.3136;4.4992;15;0;0;0
ND4.5X15X45d3.0;-5.682;5.695;4.4991;15;-0.0001;-0.1;-0.806554
ND4.5X15X45d3.2;-6.0634;6.0764;4.4991;15;-0.0002;-0.2;-1.613108
ND4.5X15X45d3.4;-6.4447;6.4577;4.499;15;-0.0002;-0.2;-1.613108
ND4.5X15X45d3.6;-6.8261;6.8391;4.499;15;-0.0003;-0.3;-2.419662
ND4.5X15X45d3.8;-7.2075;7.2205;4.4989;15;-0.0003;-0.3;-2.419662
ND4.5X15X45d4.0;-7.5888;7.6018;4.4989;15;-0.0003;-0.3;-2.419662
ND4.5X15X45d4.2;-7.9702;7.9832;4.4988;15;-0.0003;-0.3;-2.419662
ND5.5X15X45d0.0;0.0384;-0.0256;5.5;15;0.0024;2.4;19.357296
ND5.5X15X45d0.2;-0.343;0.3558;5.4999;15;0.0024;2.4;19.357296
ND5.5X15X45d0.4;-0.7244;0.7372;5.4999;15;0.0023;2.3;18.550742
ND5.5X15X45d0.6;-1.1057;1.1185;5.4998;15;0.0022;2.2;17.744188
ND5.5X15X45d0.8;-1.4871;1.4999;5.4998;15;0.002;2;16.13108
ND5.5X15X45d1.0;-1.8685;1.8813;5.4997;15;0.0018;1.8;14.517972
ND5.5X15X45d1.2;-2.2498;2.2626;5.4997;15;0.0016;1.6;12.904864
ND5.5X15X45d1.4;-2.6312;2.644;5.4996;15;0.0014;1.4;11.291756
ND5.5X15X45d1.6;-3.0126;3.0254;5.4995;15;0.0011;1.1;8.872094
ND5.5X15X45d1.8;-3.3939;3.4067;5.4995;15;0.0009;0.9;7.258986
ND5.5X15X45d2.0;-3.7753;3.7881;5.4994;15;0.0007;0.7;5.645878
ND5.5X15X45d2.2;-4.1567;4.1695;5.4994;15;0.0005;0.5;4.03277
ND5.5X15X45d2.4;-4.538;4.5508;5.4993;15;0.0004;0.4;3.226216
ND5.5X15X45d2.6;-4.9194;4.9322;5.4993;15;0.0002;0.2;1.613108
ND5.5X15X45d2.8;-5.3008;5.3136;5.4992;15;0.0001;0.1;0.806554
ND5.5X15X45d3.0;-5.6821;5.6949;5.4991;15;0;0;0
ND5.5X15X45d3.2;-6.0635;6.0763;5.4991;15;-0.0001;-0.1;-0.806554
ND5.5X15X45d3.4;-6.4449;6.4577;5.499;15;-0.0001;-0.1;-0.806554
ND5.5X15X45d3.6;-6.8262;6.839;5.499;15;-0.0001;-0.1;-0.806554
ND5.5X15X45d3.8;-7.2076;7.2204;5.4989;15;-0.0002;-0.2;-1.613108
ND5.5X15X45d4.0;-7.589;7.6018;5.4989;15;-0.0002;-0.2;-1.613108
ND5.5X15X45d4.2;-7.9703;7.9831;5.4988;15;-0.0002;-0.2;-1.613108
ND3.5X15X90d0.0;0.0386;-0.0254;3.5;15;0.0048;4.8;38.714592
ND3.5X15X90d0.2;-0.5007;-0.0254;3.4999;15;0.0048;4.8;38.714592
ND3.5X15X90d0.4;-1.0401;-0.0254;3.4998;15;0.0047;4.7;37.908038
ND3.5X15X90d0.6;-1.5794;-0.0254;3.4997;15;0.0044;4.4;35.488376
ND3.5X15X90d0.8;-2.1187;-0.0254;3.4996;15;0.0042;4.2;33.875268
ND3.5X15X90d1.0;-2.6581;-0.0254;3.4995;15;0.0038;3.8;30.649052
ND3.5X15X90d1.2;-3.1974;-0.0254;3.4994;15;0.0035;3.5;28.22939
ND3.5X15X90d1.4;-3.7367;-0.0254;3.4993;15;0.0032;3.2;25.809728
ND3.5X15X90d1.6;-4.2761;-0.0254;3.4992;15;0.0029;2.9;23.390066
ND3.5X15X90d1.8;-4.8154;-0.0254;3.4991;15;0.0026;2.6;20.970404
ND3.5X15X90d2.0;-5.3547;-0.0254;3.4989;15;0.0023;2.3;18.550742
ND3.5X15X90d2.2;-5.8941;-0.0254;3.4988;15;0.0021;2.1;16.937634
ND3.5X15X90d2.4;-6.4334;-0.0254;3.4987;15;0.0018;1.8;14.517972
ND3.5X15X90d2.6;-6.9727;-0.0254;3.4986;15;0.0016;1.6;12.904864
ND3.5X15X90d2.8;-7.5121;-0.0254;3.4985;15;0.0014;1.4;11.291756
ND3.5X15X90d3.0;-8.0514;-0.0254;3.4984;15;0.0012;1.2;9.678648
ND3.5X15X90d3.2;-8.5907;-0.0254;3.4983;15;0.0011;1.1;8.872094
ND3.5X15X90d3.4;-9.1301;-0.0254;3.4982;15;0.0009;0.9;7.258986
ND3.5X15X90d3.6;-9.6694;-0.0254;3.4981;15;0.0008;0.8;6.452432
ND3.5X15X90d3.8;-10.2087;-0.0254;3.498;15;0.0007;0.7;5.645878
ND3.5X15X90d4.0;-10.7481;-0.0254;3.4979;15;0.0006;0.6;4.839324
ND3.5X15X90d4.2;-11.2874;-0.0254;3.4978;15;0.0006;0.6;4.839324
ND4.5X15X90d0.0;0.0385;-0.0255;4.5;15;0.0033;3.3;26.616282
ND4.5X15X90d0.2;-0.5009;-0.0255;4.4999;15;0.0033;3.3;26.616282
ND4.5X15X90d0.4;-1.0402;-0.0255;4.4998;15;0.0032;3.2;25.809728
ND4.5X15X90d0.6;-1.5795;-0.0255;4.4997;15;0.0031;3.1;25.003174
ND4.5X15X90d0.8;-2.1189;-0.0255;4.4996;15;0.003;3;24.19662
ND4.5X15X90d1.0;-2.6582;-0.0255;4.4995;15;0.0028;2.8;22.583512
ND4.5X15X90d1.2;-3.1975;-0.0255;4.4994;15;0.0026;2.6;20.970404
ND4.5X15X90d1.4;-3.7369;-0.0255;4.4993;15;0.0024;2.4;19.357296
ND4.5X15X90d1.6;-4.2762;-0.0255;4.4992;15;0.0022;2.2;17.744188
ND4.5X15X90d1.8;-4.8155;-0.0255;4.4991;15;0.002;2;16.13108
ND4.5X15X90d2.0;-5.3549;-0.0255;4.4989;15;0.0018;1.8;14.517972
ND4.5X15X90d2.2;-5.8942;-0.0255;4.4988;15;0.0016;1.6;12.904864
ND4.5X15X90d2.4;-6.4335;-0.0255;4.4987;15;0.0015;1.5;12.09831
ND4.5X15X90d2.6;-6.9729;-0.0255;4.4986;15;0.0013;1.3;10.485202
ND4.5X15X90d2.8;-7.5122;-0.0255;4.4985;15;0.0012;1.2;9.678648
ND4.5X15X90d3.0;-8.0515;-0.0255;4.4984;15;0.001;1;8.06554
ND4.5X15X90d3.2;-8.5909;-0.0255;4.4983;15;0.0009;0.9;7.258986
ND4.5X15X90d3.4;-9.1302;-0.0255;4.4982;15;0.0008;0.8;6.452432
ND4.5X15X90d3.6;-9.6695;-0.0255;4.4981;15;0.0007;0.7;5.645878
ND4.5X15X90d3.8;-10.2089;-0.0255;4.498;15;0.0006;0.6;4.839324
ND4.5X15X90d4.0;-10.7482;-0.0255;4.4979;15;0.0006;0.6;4.839324
ND4.5X15X90d4.2;-11.2875;-0.0255;4.4978;15;0.0005;0.5;4.03277
ND5.5X15X90d0.0;0.0384;-0.0256;5.5;15;0.0024;2.4;19.357296
ND5.5X15X90d0.2;-0.501;-0.0256;5.4999;15;0.0024;2.4;19.357296
ND5.5X15X90d0.4;-1.0403;-0.0256;5.4998;15;0.0023;2.3;18.550742
ND5.5X15X90d0.6;-1.5796;-0.0256;5.4997;15;0.0023;2.3;18.550742
ND5.5X15X90d0.8;-2.119;-0.0256;5.4996;15;0.0022;2.2;17.744188
ND5.5X15X90d1.0;-2.6583;-0.0256;5.4995;15;0.0021;2.1;16.937634
ND5.5X15X90d1.2;-3.1976;-0.0256;5.4994;15;0.0019;1.9;15.324526
ND5.5X15X90d1.4;-3.737;-0.0256;5.4993;15;0.0018;1.8;14.517972
ND5.5X15X90d1.6;-4.2763;-0.0256;5.4992;15;0.0017;1.7;13.711418
ND5.5X15X90d1.8;-4.8156;-0.0256;5.4991;15;0.0016;1.6;12.904864
ND5.5X15X90d2.0;-5.355;-0.0256;5.4989;15;0.0014;1.4;11.291756
ND5.5X15X90d2.2;-5.8943;-0.0256;5.4988;15;0.0013;1.3;10.485202
ND5.5X15X90d2.4;-6.4336;-0.0256;5.4987;15;0.0012;1.2;9.678648
ND5.5X15X90d2.6;-6.973;-0.0256;5.4986;15;0.0011;1.1;8.872094
ND5.5X15X90d2.8;-7.5123;-0.0256;5.4985;15;0.001;1;8.06554
ND5.5X15X90d3.0;-8.0516;-0.0256;5.4984;15;0.0009;0.9;7.258986
ND5.5X15X90d3.2;-8.591;-0.0256;5.4983;15;0.0008;0.8;6.452432
ND5.5X15X90d3.4;-9.1303;-0.0256;5.4982;15;0.0007;0.7;5.645878
ND5.5X15X90d3.6;-9.6696;-0.0256;5.4981;15;0.0006;0.6;4.839324
ND5.5X15X90d3.8;-10.209;-0.0256;5.498;15;0.0006;0.6;4.839324
ND5.5X15X90d4.0;-10.7483;-0.0256;5.4979;15;0.0005;0.5;4.03277
ND5.5X15X90d4.2;-11.2876;-0.0256;5.4978;15;0.0005;0.5;4.03277
ND3.5X30X0.0;0.0828;-0.0396;3.5;30;-0.0041;-4.1;-33.068714
ND3.5X30X0.2;0.0828;0.4998;3.5;30;-0.0041;-4.1;-33.068714
ND3.5X30X0.4;0.0828;1.0391;3.5;30;-0.0039;-3.9;-31.455606
ND3.5X30X0.6;0.0828;1.5784;3.5;30;-0.0037;-3.7;-29.842498
ND3.5X30X0.8;0.0828;2.1178;3.5;30;-0.0033;-3.3;-26.616282
ND3.5X30X1.0;0.0828;2.6571;3.5;30;-0.0028;-2.8;-22.583512
ND3.5X30X1.2;0.0828;3.1964;3.5;30;-0.0022;-2.2;-17.744188
ND3.5X30X1.4;0.0828;3.7358;3.5;30;-0.0016;-1.6;-12.904864
ND3.5X30X1.6;0.0828;4.2751;3.5;30;-0.0011;-1.1;-8.872094
ND3.5X30X1.8;0.0828;4.8144;3.5;30;-0.0006;-0.6;-4.839324
ND3.5X30X2.0;0.0828;5.3538;3.5;30;-0.0001;-0.1;-0.806554
ND3.5X30X2.2;0.0828;5.8931;3.5;30;0.0003;0.3;2.419662
ND3.5X30X2.4;0.0828;6.4324;3.5;30;0.0007;0.7;5.645878
ND3.5X30X2.6;0.0828;6.9718;3.5;30;0.0009;0.9;7.258986
ND3.5X30X2.8;0.0828;7.5111;3.5;30;0.0011;1.1;8.872094
ND3.5X30X3.0;0.0828;8.0504;3.5;30;0.0013;1.3;10.485202
ND3.5X30X3.2;0.0828;8.5898;3.5;30;0.0013;1.3;10.485202
ND3.5X30X3.4;0.0828;9.1291;3.5;30;0.0013;1.3;10.485202
ND3.5X30X3.6;0.0828;9.6684;3.5;30;0.0013;1.3;10.485202
ND3.5X30X3.8;0.0828;10.2078;3.5;30;0.0013;1.3;10.485202
ND3.5X30X4.0;0.0828;10.7471;3.5;30;0.0012;1.2;9.678648
ND3.5X30X4.2;0.0828;11.2864;3.5;30;0.0011;1.1;8.872094
ND4.5X30X0.0;0.0827;-0.0397;4.5;30;-0.0029;-2.9;-23.390066
ND4.5X30X0.2;0.0827;0.4997;4.5;30;-0.0029;-2.9;-23.390066
ND4.5X30X0.4;0.0827;1.039;4.5;30;-0.0028;-2.8;-22.583512
ND4.5X30X0.6;0.0827;1.5783;4.5;30;-0.0026;-2.6;-20.970404
ND4.5X30X0.8;0.0827;2.1177;4.5;30;-0.0023;-2.3;-18.550742
ND4.5X30X1.0;0.0827;2.657;4.5;30;-0.002;-2;-16.13108
ND4.5X30X1.2;0.0827;3.1963;4.5;30;-0.0017;-1.7;-13.711418
ND4.5X30X1.4;0.0827;3.7357;4.5;30;-0.0013;-1.3;-10.485202
ND4.5X30X1.6;0.0827;4.275;4.5;30;-0.001;-1;-8.06554
ND4.5X30X1.8;0.0827;4.8143;4.5;30;-0.0006;-0.6;-4.839324
ND4.5X30X2.0;0.0827;5.3537;4.5;30;-0.0003;-0.3;-2.419662
ND4.5X30X2.2;0.0827;5.893;4.5;30;0;0;0
ND4.5X30X2.4;0.0827;6.4323;4.5;30;0.0003;0.3;2.419662
ND4.5X30X2.6;0.0827;6.9717;4.5;30;0.0005;0.5;4.03277
ND4.5X30X2.8;0.0827;7.511;4.5;30;0.0006;0.6;4.839324
ND4.5X30X3.0;0.0827;8.0503;4.5;30;0.0008;0.8;6.452432
ND4.5X30X3.2;0.0827;8.5897;4.5;30;0.0008;0.8;6.452432
ND4.5X30X3.4;0.0827;9.129;4.5;30;0.0009;0.9;7.258986
ND4.5X30X3.6;0.0827;9.6683;4.5;30;0.0009;0.9;7.258986
ND4.5X30X3.8;0.0827;10.2077;4.5;30;0.0009;0.9;7.258986
ND4.5X30X4.0;0.0827;10.747;4.5;30;0.0008;0.8;6.452432
ND4.5X30X4.2;0.0827;11.2863;4.5;30;0.0008;0.8;6.452432
ND5.5X30X0.0;0.0826;-0.0397;5.5;30;-0.0021;-2.1;-16.937634
ND5.5X30X0.2;0.0826;0.4996;5.5;30;-0.0021;-2.1;-16.937634
ND5.5X30X0.4;0.0826;1.0389;5.5;30;-0.002;-2;-16.13108
ND5.5X30X0.6;0.0826;1.5783;5.5;30;-0.0019;-1.9;-15.324526
ND5.5X30X0.8;0.0826;2.1176;5.5;30;-0.0017;-1.7;-13.711418
ND5.5X30X1.0;0.0826;2.6569;5.5;30;-0.0015;-1.5;-12.09831
ND5.5X30X1.2;0.0826;3.1963;5.5;30;-0.0013;-1.3;-10.485202
ND5.5X30X1.4;0.0826;3.7356;5.5;30;-0.0011;-1.1;-8.872094
ND5.5X30X1.6;0.0826;4.2749;5.5;30;-0.0008;-0.8;-6.452432
ND5.5X30X1.8;0.0826;4.8143;5.5;30;-0.0006;-0.6;-4.839324
ND5.5X30X2.0;0.0826;5.3536;5.5;30;-0.0004;-0.4;-3.226216
ND5.5X30X2.2;0.0826;5.8929;5.5;30;-0.0001;-0.1;-0.806554
ND5.5X30X2.4;0.0826;6.4323;5.5;30;0;0;0
ND5.5X30X2.6;0.0826;6.9716;5.5;30;0.0002;0.2;1.613108
ND5.5X30X2.8;0.0826;7.5109;5.5;30;0.0003;0.3;2.419662
ND5.5X30X3.0;0.0826;8.0503;5.5;30;0.0004;0.4;3.226216
ND5.5X30X3.2;0.0826;8.5896;5.5;30;0.0005;0.5;4.03277
ND5.5X30X3.4;0.0826;9.1289;5.5;30;0.0006;0.6;4.839324
ND5.5X30X3.6;0.0826;9.6683;5.5;30;0.0006;0.6;4.839324
ND5.5X30X3.8;0.0826;10.2076;5.5;30;0.0006;0.6;4.839324
ND5.5X30X4.0;0.0826;10.7469;5.5;30;0.0006;0.6;4.839324
ND5.5X30X4.2;0.0826;11.2863;5.5;30;0.0006;0.6;4.839324
ND3.5X30X45d0.0;0.0828;-0.0396;3.5;30;-0.0041;-4.1;-33.068714
ND3.5X30X45d0.2;-0.2986;0.3418;3.5;30;-0.0041;-4.1;-33.068714
ND3.5X30X45d0.4;-0.6799;0.7232;3.4999;30;-0.0039;-3.9;-31.455606
ND3.5X30X45d0.6;-1.0613;1.1045;3.4998;30;-0.0036;-3.6;-29.035944
ND3.5X30X45d0.8;-1.4427;1.4859;3.4998;30;-0.0032;-3.2;-25.809728
ND3.5X30X45d1.0;-1.824;1.8672;3.4997;30;-0.0027;-2.7;-21.776958
ND3.5X30X45d1.2;-2.2054;2.2486;3.4997;30;-0.0022;-2.2;-17.744188
ND3.5X30X45d1.4;-2.5868;2.63;3.4996;30;-0.0017;-1.7;-13.711418
ND3.5X30X45d1.6;-2.9681;3.0113;3.4995;30;-0.0012;-1.2;-9.678648
ND3.5X30X45d1.8;-3.3495;3.3927;3.4995;30;-0.0007;-0.7;-5.645878
ND3.5X30X45d2.0;-3.7309;3.7741;3.4994;30;-0.0003;-0.3;-2.419662
ND3.5X30X45d2.2;-4.1122;4.1554;3.4994;30;0;0;0
ND3.5X30X45d2.4;-4.4936;4.5368;3.4993;30;0.0003;0.3;2.419662
ND3.5X30X45d2.6;-4.875;4.9182;3.4993;30;0.0005;0.5;4.03277
ND3.5X30X45d2.8;-5.2563;5.2995;3.4992;30;0.0006;0.6;4.839324
ND3.5X30X45d3.0;-5.6377;5.6809;3.4991;30;0.0007;0.7;5.645878
ND3.5X30X45d3.2;-6.0191;6.0623;3.4991;30;0.0007;0.7;5.645878
ND3.5X30X45d3.4;-6.4004;6.4436;3.499;30;0.0007;0.7;5.645878
ND3.5X30X45d3.6;-6.7818;6.825;3.499;30;0.0007;0.7;5.645878
ND3.5X30X45d3.8;-7.1632;7.2064;3.4989;30;0.0006;0.6;4.839324
ND3.5X30X45d4.0;-7.5445;7.5877;3.4989;30;0.0006;0.6;4.839324
ND3.5X30X45d4.2;-7.9259;7.9691;3.4988;30;0.0005;0.5;4.03277
ND4.5X30X45d0.0;0.0827;-0.0397;4.5;30;-0.0029;-2.9;-23.390066
ND4.5X30X45d0.2;-0.2987;0.3417;4.5;30;-0.0029;-2.9;-23.390066
ND4.5X30X45d0.4;-0.6801;0.7231;4.4999;30;-0.0028;-2.8;-22.583512
ND4.5X30X45d0.6;-1.0614;1.1044;4.4998;30;-0.0026;-2.6;-20.970404
ND4.5X30X45d0.8;-1.4428;1.4858;4.4998;30;-0.0023;-2.3;-18.550742
ND4.5X30X45d1.0;-1.8242;1.8672;4.4997;30;-0.002;-2;-16.13108
ND4.5X30X45d1.2;-2.2055;2.2485;4.4997;30;-0.0017;-1.7;-13.711418
ND4.5X30X45d1.4;-2.5869;2.6299;4.4996;30;-0.0014;-1.4;-11.291756
ND4.5X30X45d1.6;-2.9683;3.0113;4.4995;30;-0.0011;-1.1;-8.872094
ND4.5X30X45d1.8;-3.3496;3.3926;4.4995;30;-0.0007;-0.7;-5.645878
ND4.5X30X45d2.0;-3.731;3.774;4.4994;30;-0.0005;-0.5;-4.03277
ND4.5X30X45d2.2;-4.1124;4.1554;4.4994;30;-0.0002;-0.2;-1.613108
ND4.5X30X45d2.4;-4.4937;4.5367;4.4993;30;0;0;0
ND4.5X30X45d2.6;-4.8751;4.9181;4.4993;30;0.0002;0.2;1.613108
ND4.5X30X45d2.8;-5.2565;5.2995;4.4992;30;0.0003;0.3;2.419662
ND4.5X30X45d3.0;-5.6378;5.6808;4.4991;30;0.0004;0.4;3.226216
ND4.5X30X45d3.2;-6.0192;6.0622;4.4991;30;0.0004;0.4;3.226216
ND4.5X30X45d3.4;-6.4006;6.4436;4.499;30;0.0005;0.5;4.03277
ND4.5X30X45d3.6;-6.7819;6.8249;4.499;30;0.0005;0.5;4.03277
ND4.5X30X45d3.8;-7.1633;7.2063;4.4989;30;0.0005;0.5;4.03277
ND4.5X30X45d4.0;-7.5447;7.5877;4.4989;30;0.0004;0.4;3.226216
ND4.5X30X45d4.2;-7.926;7.969;4.4988;30;0.0004;0.4;3.226216
ND5.5X30X45d0.0;0.0826;-0.0397;5.5;30;-0.0021;-2.1;-16.937634
ND5.5X30X45d0.2;-0.2988;0.3416;5.5;30;-0.0021;-2.1;-16.937634
ND5.5X30X45d0.4;-0.6802;0.723;5.4999;30;-0.002;-2;-16.13108
ND5.5X30X45d0.6;-1.0615;1.1044;5.4998;30;-0.0019;-1.9;-15.324526
ND5.5X30X45d0.8;-1.4429;1.4857;5.4998;30;-0.0017;-1.7;-13.711418
ND5.5X30X45d1.0;-1.8243;1.8671;5.4997;30;-0.0016;-1.6;-12.904864
ND5.5X30X45d1.2;-2.2056;2.2485;5.4997;30;-0.0013;-1.3;-10.485202
ND5.5X30X45d1.4;-2.587;2.6298;5.4996;30;-0.0011;-1.1;-8.872094
ND5.5X30X45d1.6;-2.9684;3.0112;5.4995;30;-0.0009;-0.9;-7.258986
ND5.5X30X45d1.8;-3.3497;3.3926;5.4995;30;-0.0007;-0.7;-5.645878
ND5.5X30X45d2.0;-3.7311;3.7739;5.4994;30;-0.0005;-0.5;-4.03277
